pathway	description	100CHE6KO	101CHE6WT	102CHE6WT	103CHE6KO	104CHE6KO	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	26CMK6WT	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	36CMK6WT	81CHE6WT	82CHE6WT	84CHE6KO	86CHE6WT	87CHE6KO	88CHE6KO	99CHE6KO	9CMK6KO
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis I	1113.834671295292	880.8299999999999	800.2385692068431	956.6740289413558	1249.4213421887391	1033.1346692367597	1098.284784361989	2049.629863749108	1745.541433381954	2494.407520827849	1225.0113170731706	1241.7169891861126	867.7104483925549	1368.3851269234683	802.1043207945851	1700.3114348822085	1202.9314370550137	1324.3997056568603	1919.6602580702145	1485.9888494778536	1745.69355527102	996.7068071116336	1533.3199880062218	1260.0986090766776
PWY-181	photorespiration	288.7237069859952	0.0	51.86611142763927	280.60199003298186	151.4723622684941	67.39428639354561	338.7322523282944	139.30834880280307	120.6903106447444	705.9300960502723	461.2473509211801	534.254217305217	139.13284005916975	100.8563124418645	261.03696245584007	85.64048122893497	317.3939397240917	62.54816660979339	60.86474619455458	107.3634658723494	104.9575673411421	531.6569849763341	566.6942376380948	88.12166949081204
PWY-2941	L-lysine biosynthesis II	0.0	35.414737072520666	35.31423605472287	23.740660576279986	23.74162170419419	439.0306841285242	473.8683951616816	1414.0180388244796	589.1985989812309	1170.0731322977326	797.9116641441215	674.4193196092265	1023.6309973482836	710.4441041959844	378.8007146204224	701.4074945256683	39.17440930368952	95.22754542261715	183.37318017940956	47.06862251856376	39.461008865951904	23.659501556667703	7.976394692985083	401.6309617251287
PWY-2942	L-lysine biosynthesis III	1463.5887196803264	1633.792020752624	1416.2233715643742	1672.9884178799114	1680.605295473203	1802.0889122550352	1559.715005077211	3025.596671709636	2205.564766131964	3868.812628532577	2135.155157555245	3063.143673027561	1524.3388074689578	2023.100629603579	1173.4223299694386	2238.604489215972	1464.076723739377	1557.9081311274954	2252.866856350947	1866.6807706704149	2256.9738107137896	1279.390227809765	2053.9437936059826	1906.845184545333
PWY-3001	superpathway of L-isoleucine biosynthesis I	1568.3867422132555	1843.393370902513	1546.7386999669393	1856.9372560856195	1869.3739100479	1800.0250410058984	1580.3940993699562	2843.005731950416	2235.4660594522848	3778.5998601411857	2024.4073659537637	3235.486696243707	1235.4201379195308	1904.8232660794488	1178.3961619585152	2169.0168370098886	1582.7277703311472	1663.656410383066	2406.5888185038607	1980.798204085066	2401.5009532155063	1374.5246996225762	2242.120679036239	1924.277121919381
PWY-4984	urea cycle	60.84450402144771	741.4732498505332	405.4412504082553	296.6096290614697	401.28199598122535	115.22256054657552	35.81691798101602	331.6963475123823	84.25246320809973	544.81490862367	344.5683164177349	78.27480804187368	99.5579027249654	383.3294533822842	125.23301971606392	314.40355696798326	91.1865350324106	53.1270051342733	100.3042137353507	7.437275454117612	45.63885571556805	7.425710139077319	381.6159112950869	160.56606591689678
PWY-5005	biotin biosynthesis II	168.87094049945358	0.0	16.656506647567785	125.09357964396452	54.23240981821622	33.14457723061337	204.45074589501533	49.77172710303315	44.97231193129901	378.6817771553387	238.50602445351177	319.82193316724533	85.36535151582206	37.90242854251844	153.9221037024632	30.836296269229745	181.62577509908743	28.508931703200595	23.848794553388128	63.59150636812221	54.44158253582775	354.9040684711151	290.6497601321426	51.19490639154206
PWY-5022	4-aminobutanoate degradation V	0.0	16.280840163639876	13.620137299771166	0.0	9.273150715315516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.8078099284394	30.792390599967096	53.40850200919801	17.640678405149494	13.138997511553502	8.95179437238407	3.923173340194714	0.0
PWY-5097	L-lysine biosynthesis VI	1403.5367328584236	1611.2111351535452	1351.5485906102258	1671.6263079611526	1614.6776368393462	1706.387878343784	1505.4906254664627	2789.9820025749004	1978.3017321144348	3420.6294694779995	2015.281614448894	3168.5755969052493	1492.383963148415	1890.53936302798	1156.8553503280723	1908.1465213206384	1377.0708509642477	1437.2769468286258	2033.1118267485492	1761.483308314985	2123.927273418973	1212.6639732127785	1980.897523911344	1560.480295637902
PWY-5100	pyruvate fermentation to acetate and lactate II	1402.5339071605797	1761.9305974474769	1503.169569944945	1799.0727041012408	1663.9302980738576	1669.1735186166468	1406.8285731971816	2615.323993482448	1980.921102651418	3419.2970093442154	1869.9560413096112	3473.3889473751165	1462.0376809805025	1773.018055731677	1145.7433783020886	1948.5899170443647	1360.8654893010548	1449.7463549797192	2104.7443512525874	1729.4178519845916	2109.335740250603	1157.3630121209846	1977.1477971402685	1745.9190091144276
PWY-5101	L-isoleucine biosynthesis II	1739.608522795955	2010.062945689621	1700.6574359503047	2094.5149054922194	2004.1627094543248	1966.7092794797447	1684.1382227881295	2973.528048211413	2379.4175531802885	4100.753577780487	2213.01943925386	3761.973764713503	1224.258748028812	2067.093259077445	1274.2259284356037	2321.1184318380624	1708.5433976336417	1787.0147289861115	2573.8114214906423	2156.103095114018	2608.946878082392	1516.1365138067547	2465.9939218290224	2083.025868496675
PWY-5103	L-isoleucine biosynthesis III	1534.1745956550485	1769.542303368866	1499.046897892627	1819.465386552316	1771.6428964617214	1736.658055144628	1485.944272908975	2624.429659415172	2106.8007921961	3623.7536813408287	1951.9335045486832	3221.26570269049	1077.5979941949154	1830.2650272703563	1117.834220560618	2058.461830871089	1512.829491814268	1584.4020689517074	2281.9252810830344	1910.388125493184	2311.5717367571438	1339.0478900986498	2177.165890081438	1842.601378408732
PWY-5104	L-isoleucine biosynthesis IV	1580.8635100233014	1886.490724762804	1555.8166114331273	2040.8312827279397	1838.619006169168	1736.658055144628	1485.9442729089749	2624.429659415172	2106.8007921961007	3623.7536813408287	1951.9335045486832	3759.993658104477	1083.8836451437858	1842.460864812296	1183.2396388337188	2058.461830871089	1523.8378765310129	1590.4916674558476	2294.0482073697776	1911.166297806544	2316.4732758794867	1339.8648219727793	2234.8958622184077	1843.7966393694944
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	1365.1685573418838	1496.248204084751	1322.1932362290363	1620.905918302892	1557.6080747768362	1627.1341152682228	1348.4577289070896	2533.337360287517	1994.721945790451	3460.13560477204	1843.803986153008	2940.2562398339137	1061.425465682624	1768.1055680032073	1017.6468948788512	2013.436288533448	1355.9360550125589	1454.6447465678546	2110.030497150185	1741.7385691391603	2113.427820237865	1171.7187456298725	1889.274063964004	1777.1449976863212
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	862.6591572220125	1054.1458936394572	891.5101918538904	1164.3793262045872	857.468017599977	1041.5120124865498	903.7343537266862	1512.0781097537902	1065.942604889737	2350.418797245256	1382.6856147936026	1910.0839081901684	386.1470888343571	1070.0545184656398	715.2989363434943	999.7179793618564	765.6281721420613	362.0854500118604	432.8650726487895	749.5310509081112	962.3338780608734	932.0601821042716	1300.396238048167	955.7041697661152
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	259.8484416604067	746.1402440053324	590.4936387293195	342.396363620537	385.66129262650463	610.9162118178174	287.2918426256619	541.6534248707977	329.21470217100284	1040.8882921994684	734.8912463207123	275.6530739931386	56.746753431966006	454.44284314620666	153.81087783389765	331.62062294036144	195.64554063930595	110.99457681038074	139.22161138049168	279.2230793625555	403.5091149657903	261.937687920794	486.3284003347067	466.17424878184767
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	221.86746987951807	702.6255608810425	553.357905857495	262.78194463384705	349.39059515820986	568.6721824397849	261.30354261167355	494.5998179443944	298.4818334486993	957.9921610142708	683.8580074067384	192.89898810580507	48.66330182619069	412.301021116195	121.74338309390984	300.8019902434226	176.56145264344318	99.52900713639752	124.7041267159313	252.765129669211	366.64406779661016	237.67467454773023	441.4069313391056	427.5331214575847
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	300.0	0.0	28.0	220.0	92.0	56.0	368.0	84.0	76.0	692.0	436.0	584.0	148.0	64.0	276.0	52.0	324.0	48.0	40.0	108.0	92.0	696.0	524.0	88.0
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	0.0	0.0	0.0	0.0	0.0	53.16163806503472	77.99513067376164	517.1354787153573	354.92718545304604	380.1704159563032	348.8914563372888	0.0	0.0	280.3530463773816	84.65992774398687	299.1214329370768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.821910104895366
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	407.3857712838004	0.0	47.69299976325043	326.0650382010484	150.0373611669497	93.60978539839492	478.6583444188946	140.90568795297602	126.6384379283592	950.1202909037492	575.9623158103931	799.0630337733814	221.5989079956341	106.69794353459008	358.0088545588377	87.9028285898374	434.3506524039495	80.55132611026075	68.31860884034839	174.74264536464145	152.26853448401266	689.3831012981583	678.7287805580211	144.1401233045308
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	0.0	0.0	0.0	0.0	0.0	33.12910584592501	40.98415792848993	386.4495763563573	260.8863231456429	227.97876004469305	224.94942148760327	0.0	0.0	204.3564430365497	46.71655769080976	219.79017421025043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3351698601550215
PWY-5484	glycolysis II (from fructose 6-phosphate)	1242.775215679604	1648.8519165781856	1260.2621577774482	1414.822382233362	1613.8669068200609	1699.9518777791386	1553.9799869942497	3023.4634525626634	2140.932018601354	3568.8287148514232	2119.893416247256	2854.05716768255	1506.137732182392	2017.938770674436	1201.1853585844876	2109.84179567258	1286.5275874112635	1328.7262572843863	1817.4378812405005	1478.898344516445	1702.804512944192	1093.6585523656922	1896.8960647776375	1556.1977343238184
PWY-5505	L-glutamate and L-glutamine biosynthesis	421.5159225639511	1317.5143721298873	1034.0549367197373	1220.2910748063464	691.2974375890042	1042.1649507208715	265.2482503113322	477.1258176380252	227.89031956184164	1274.6717360856317	869.7756050551724	2694.0310968730714	22.35752678563112	598.0135929234199	276.5994839315038	308.8537933401771	161.9676925066615	184.52436424437255	245.68176214652345	468.2294818068028	712.5208068619761	41.55295020256304	621.445690609688	799.6112263752658
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	532.7042322076735	665.7170314014434	709.9047537184057	846.2200549435656	539.3254205085641	469.8010968678437	146.02353737731303	263.8936062067666	134.62175585016146	649.7994593479112	466.458510601576	1440.6638891740104	16.023345699417558	292.11537810733626	146.76781654785353	164.92318624869938	338.5120564955821	423.9812179850264	712.3650937486942	726.7696044838088	971.28829416829	343.18528888627776	709.9412708192547	344.359407918502
PWY-5659	GDP-mannose biosynthesis	1328.997739261492	1537.6757482849357	1205.4483895895214	1391.305948874772	1651.4502836045206	1282.1258404012856	1322.745966620423	2705.845364222528	2063.6956551752364	3275.969002625613	1683.2189147480071	1998.1746917929968	1140.239339545386	1715.4122950421754	1004.3397163962206	2093.4162971487717	1409.4184075771304	1507.431035265548	2228.556237856369	1700.7904905562186	2028.8307841536937	1217.2390894187697	1988.5262772662	1585.9723151463595
PWY-5667	CDP-diacylglycerol biosynthesis I	1359.2887029288702	1660.5081853558413	1393.7361756015196	1675.1874090247452	1639.9582763337892	1711.223930691851	1439.0559713415414	2833.0642128551467	2045.0187805264063	3611.988929624	2010.769029170465	3258.490934938277	1424.1176135866235	1900.966636309132	1103.9064768406165	2081.28748023942	1351.9319866849592	1436.3319634165691	2082.799443652814	1722.3135100238892	2099.3992412407943	1153.0016180493733	1944.68317860453	1789.466163777816
PWY-5677	succinate fermentation to butanoate	43.638065522620906	72.22176907156147	23.61904761904762	0.0	17.148482362592286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.38791738451872	36.36038599851817	52.65270317963107	31.45305141304669	17.05846153846154	16.513387482083136	88.75354094754589	0.0
PWY-5686	UMP biosynthesis	1501.734846437887	1674.3475280915245	1464.4279576682989	1743.3494610885737	1720.0069110377087	1895.9400240709424	1609.0350608537087	3196.06426700592	2305.600721859036	4030.8678676118448	2257.3826146417955	3270.6157272302557	1599.3115833831043	2141.0994387619235	1221.261182198136	2342.1232726664957	1491.5120203260876	1599.4192515419163	2310.0563903060106	1924.8349760588703	2331.4936851519287	1290.4013211786878	2087.83152963522	1974.071666968077
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	1495.3684259263548	1659.2818731584885	1400.402205515628	1676.772787784441	1775.7759812962388	1682.9429608846049	1548.5966436770734	2800.6215667879583	2144.8313627120137	3592.3087860641776	1898.778966332042	2804.3092790771643	1359.6164779095382	1814.8504942364157	1140.752808328576	2090.1718924242787	1523.0325272435828	1617.8662793087162	2347.568526091389	1897.7260523153464	2284.2698083821133	1314.7096724198154	2149.086242442383	1834.582711053377
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	0.0	0.0	0.0	0.0	0.0	38.07477676831375	47.02624824538366	415.8663143773576	286.1138148724542	255.29610357928317	241.58133530062705	0.0	0.0	223.48565964118217	53.097765816900726	242.8164786385213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.212373016062245
PWY-5838	superpathway of menaquinol-8 biosynthesis I	0.0	0.0	0.0	0.0	0.0	122.97484998116477	151.06147442774704	1081.0409753835202	760.0678985986774	746.6657769358375	635.9183891626963	0.0	0.0	604.1564092579142	165.27701795183387	663.6726778760572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.10538614959698
PWY-5840	superpathway of menaquinol-7 biosynthesis	0.0	0.0	0.0	0.0	0.0	122.4865941407657	148.10033448658575	1039.3130379949655	690.3040554369688	729.3725882027543	622.1823220178312	0.0	0.0	583.4789208847544	161.64267611180392	623.76242428769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.07801617257064
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	0.0	0.0	0.0	0.0	0.0	83.81495778179467	103.14175703158756	806.7493646648995	555.8807443275008	530.6095647725874	470.2909625818612	0.0	0.0	440.4312596143011	114.08823397225856	483.6854245319888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1239481468053
PWY-5863	superpathway of phylloquinol biosynthesis	0.0	0.0	0.0	0.0	0.0	43.36838877982064	53.49062413415846	465.37481566697903	320.52035774858973	288.75917593247976	271.2537678738843	0.0	0.0	251.07782789358572	60.26008789124492	272.89824794932844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.096191630245932
PWY-5897	superpathway of menaquinol-11 biosynthesis	0.0	0.0	0.0	0.0	0.0	108.85943151716828	133.86525210326468	994.9720961035124	695.5916423897283	672.6616477100623	583.7164889611864	0.0	0.0	552.041972045454	147.35295552473394	604.5953261652247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.49944414046874
PWY-5898	superpathway of menaquinol-12 biosynthesis	0.0	0.0	0.0	0.0	0.0	108.85943151716828	133.86525210326468	994.9720961035124	695.5916423897283	672.6616477100623	583.7164889611864	0.0	0.0	552.041972045454	147.35295552473394	604.5953261652247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.49944414046874
PWY-5899	superpathway of menaquinol-13 biosynthesis	0.0	0.0	0.0	0.0	0.0	108.85943151716828	133.86525210326468	994.9720961035124	695.5916423897283	672.6616477100623	583.7164889611864	0.0	0.0	552.041972045454	147.35295552473394	604.5953261652247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.49944414046874
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0.0	14.917463163618676	16.061936951731933	11.716301586571962	11.447766540345611	209.91938154456705	197.99889426233676	630.194287866446	222.38531922150676	591.4362014103716	418.2503158526293	340.15034095202674	541.2401296154916	354.7702198188611	184.76335132613636	333.13337759120503	18.828822491780485	40.85616400322254	75.6371529453338	22.223854487626497	18.67244005425412	10.953854198006116	3.978540380906528	191.541770649998
PWY-5913	TCA cycle VI (obligate autotrophs)	245.45022624434387	0.0	416.5282720442863	622.3499176276771	20.928046989721	724.5565621922924	218.92618728567243	681.5446376519848	403.6781643218786	1093.0402265249588	796.4327591417346	610.1544799176107	490.5578492558809	593.2315617719973	232.2023967469804	417.4865777755789	25.872034649079637	78.85503284624522	73.31963999065685	317.36306097248155	462.1597633136094	21.89445403953176	46.70358224016145	580.9500609828634
PWY-5973	cis-vaccenate biosynthesis	1505.9598104330234	1651.113086584235	1460.6472176771138	1778.8099219034077	1708.3881969281167	1721.1260452086306	1496.5864007270677	2830.784506674242	2084.032568841673	3559.6991753201	1981.145247957689	3224.756617769562	1283.324990847632	1792.0871225825267	1110.7172665167943	2000.558539330648	1461.9423693919982	1568.4531330782745	2300.500437338466	1919.6268628849664	2336.010232409779	1303.3279876098202	2111.578599451987	1780.4892027653163
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	1595.5760631007065	1755.1111763650626	1479.4406468346672	1819.4224165215564	1834.324867646198	1917.7843532979691	1777.002384847351	3253.766180133986	2434.957090191416	3847.8369200785114	2163.4581666917143	3489.1060958539056	1474.8635638656808	1977.4011886681988	1293.6399700554523	2208.2314836122523	1611.8618891129058	1698.7448907861062	2427.316312482228	2007.550463936628	2403.5208833493107	1406.094765282683	2243.2952536344537	1903.780329704596
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	1520.1008900198703	1655.2556782795884	1429.4595614455195	1758.6934279153306	1731.0857700909078	1825.8184165485332	1672.805433976774	3118.757205121201	2311.940856166921	3693.1363395183016	2075.5095770837984	3373.300045529823	1390.5626770447625	1865.6880752070945	1211.5418856861495	2104.456013072765	1522.4639852598957	1615.4456357958163	2333.46807093426	1923.5679944260507	2314.921088625724	1340.5179080493003	2129.476100832064	1838.4596052065283
PWY-6123	inosine-5'-phosphate biosynthesis I	1452.5040683482505	1487.8299999999997	1369.9494169905608	1668.3667271901952	1647.7421247038053	1638.4507933933646	1460.4662090083923	2813.8250651991816	2143.4437335425823	3579.41984623812	1894.985561953455	2913.6917059515563	1206.9869906505842	1751.7627891899533	1053.7038507125571	2090.579007012276	1459.4355843119508	1575.4595272618928	2322.8108112931386	1878.018675476313	2279.3956565152275	1286.063299876035	2024.0693020856188	1841.6135947027703
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	781.5520845748665	1027.688718008975	873.1590354331574	906.669183571102	1011.6790788277528	344.4201393168785	618.4923013168985	1427.1469798103906	785.1411674847451	1103.428701180387	834.6343042958421	833.9986876378331	674.5727069137904	421.1496613715232	406.7253670479961	507.0193740356376	747.4366134193328	792.7310120554789	1303.261743456681	1050.1921718817512	1331.2921034024814	754.6526976189867	1247.6352586662845	230.5785743150604
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	1437.1931475826943	1784.8693463754846	1468.441881552105	1673.9873158643231	1762.4963834915773	1711.373104467487	1563.4176930454612	3132.833685976471	2224.6854564356936	3883.636512696541	2158.464880534488	2768.6126675125506	1643.8349959791108	2075.1571131135174	1201.9453439292313	2287.579687433792	1464.1027660483946	1561.106747310669	2271.415917769026	1817.7013801611688	2192.23918614808	1258.1630778397712	2106.9742231981068	1853.238658668616
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1383.8864421304238	1624.3019196789253	1393.5916679713305	1262.9844040834234	1698.593414458421	1633.0267794281938	1350.263510179068	2372.1744403471816	1978.7754343364336	3300.0163882275074	1687.8735677645468	1441.0769481809032	996.186500237707	1707.291062706645	908.7779649069086	1975.20051476542	1443.3249789456845	1580.2716965876832	2281.479921734412	1878.8900837016572	2276.6267635636555	1173.90349957903	1996.1816488562183	1777.039511780252
PWY-6151	S-adenosyl-L-methionine cycle I	1268.9432013769365	1487.83	1268.2427757027715	1504.8799543304517	1520.935277324633	1596.558088464503	1330.4532616974043	2622.020549903581	1907.8352570578145	3279.75507710344	1759.900559105431	2776.348000526177	1394.318338641189	1756.6415686619453	1009.394496584307	1958.853692678148	1268.9812265533187	1413.4009781460036	2053.66089217796	1667.998714839615	2020.701193258704	1016.8008299967536	1765.073936681711	1700.600883536364
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	1387.6078826237056	1510.1990918732772	1348.256960294596	1686.3902668050257	1540.941379540897	1636.392079856401	1314.6460921794414	2304.2671335852583	1873.2187489693135	3321.9033712931414	1793.9423039086898	3112.438264721911	913.3310340695414	1691.142475707078	1004.8284279721626	1863.576440357932	1341.1068947590927	1415.4540323501662	2028.75745421174	1744.1139128303548	2123.6886058536525	1181.499497258216	1896.8566788129813	1715.065794090361
PWY-621	sucrose degradation III (sucrose invertase)	538.5593220338983	1699.179156992629	1286.9609348914855	1488.9177641205736	907.789664551224	1551.2121956529336	800.3035080914292	2008.9601622198077	870.6889146964086	2340.6093976048724	1575.0451354062188	3431.7413904202767	1145.4603385330236	1160.1212662597834	639.4055470566215	880.3565109296968	249.3559527161329	331.54463813644026	496.9511046111774	639.1161796916141	934.201151000274	78.1653164542447	804.0376237792753	1272.164221298505
PWY-6263	superpathway of menaquinol-8 biosynthesis II	190.59002719135887	0.0	20.754794436462028	152.4994659138185	66.99500812959351	41.15121751274786	234.4746118681891	61.81998694622615	55.31262004557061	459.124936646493	286.7498217243837	385.2705137951601	104.67192666185169	46.98434869967902	178.30180282766398	38.27898737079001	192.8225799159521	34.69794297659426	29.40000494579261	76.48531158871572	66.58900194314431	110.53956056538476	337.2536573465696	63.79469143816887
PWY-6269	adenosylcobalamin salvage from cobinamide II	534.5324036430858	668.8875313228191	712.515312128349	848.8541331789953	542.0730860026465	472.7808012203317	146.09426451924614	269.53612642469903	137.56046568061703	653.7170703754398	469.7454807851629	1444.6595183112431	15.834123257755008	296.2702646192278	147.17252069092336	168.29177690320495	339.6612581422189	426.3953289892323	716.2324064633808	730.0074801637738	975.3929841097626	343.03135347172673	712.1051533210965	346.48556510559746
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1520.1008900198703	1655.2556782795884	1429.4595614455195	1758.6934279153306	1731.0857700909078	1825.8184165485332	1672.805433976774	3118.757205121201	2311.940856166921	3693.1363395183016	2075.5095770837984	3373.300045529823	1390.5626770447625	1865.6880752070945	1211.5418856861495	2104.456013072765	1522.4639852598957	1615.4456357958163	2333.46807093426	1923.5679944260507	2314.921088625724	1340.5179080493003	2129.476100832064	1838.4596052065283
PWY-6317	galactose degradation I (Leloir pathway)	490.5743576948367	1290.4582155179742	1036.4224863443912	1228.0776779380917	778.3936606774693	1280.5386276037116	705.5878748928299	1804.2645605757452	814.8872846103577	2210.543972794255	1431.5334741265606	2790.5097572199406	1106.8668168964978	1184.984205421153	609.4259778142056	989.0982986353968	236.89495274448365	311.04924402604354	465.699064163618	584.8044347359568	842.5398004019825	76.86512951175541	723.5363795867717	1107.3440712261818
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	1340.0245649948824	1533.1773522667136	1309.6127542572	1588.6798237148678	1562.294668311753	1668.1588367791692	1444.7622562973963	2817.376781956464	2018.2311846998896	3551.146120864281	1957.213800941906	3009.88406350786	1483.5226029000892	1857.8144802356749	1098.8452517775538	2053.5124590643973	1337.990711040964	1433.335875201333	2078.6858354589363	1706.136345256819	2063.541698844753	1154.988486704979	1886.108050810859	1761.1024640406
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	1349.5402588477837	1563.3286055820188	1333.2132551848513	1617.0118562276396	1577.697896004534	1680.2837119014705	1440.75688980606	2767.96407278024	1992.69172497008	3531.1574118772537	1937.52810412525	3061.7978885152143	1457.6384285860868	1833.2429005219144	1093.1847411083734	2023.7124425746435	1341.2333881082795	1436.5182346495135	2082.355576151605	1716.1630268714257	2079.200470484452	1155.70581285676	1900.0465305580344	1769.977972786293
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1343.577182929958	1544.949423968954	1318.9632441492772	1599.5867566948264	1568.4237482400335	1683.0083427312177	1454.7197702720246	2851.7448301544127	2034.4595085146063	3579.47354646558	1979.1359100538857	3042.187799923013	1499.674645265831	1874.2025783115816	1106.715161735404	2068.1953093244656	1339.8334920908494	1436.091072492759	2083.1114088808995	1710.6467737669675	2070.027471449774	1155.6323983107532	1891.439361397688	1772.26232242501
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	1096.0	880.83	798.5000000000001	943.5	1243.75	1029.67	1076.67	2044.42	1740.83	2453.33	1199.5	1208.25	858.7499999999999	1364.42	785.92	1697.0799999999997	1183.67	1321.42	1917.17	1479.33	1740.0	958.42	1502.58	1254.67
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	0.0	72.12274048103541	78.18802927379852	35.45758702089213	21.93899786681213	679.4785247086223	543.3622874042687	1494.1862605844287	651.5107927355625	1524.2453489586187	1006.299791638512	645.7866664360731	978.920474379611	852.4644875793788	358.28579504377626	788.6846096099642	54.971179482566825	138.42628009368408	227.09086791477404	99.7866847511278	87.68581140705703	35.99786808090233	16.062701740673546	616.6871397702819
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	1143.1836283567245	1055.4255185399684	899.3467662763361	1416.2995111156274	1301.7062906869078	1130.2287236935124	1089.4288444542146	1717.8087022423038	1415.3469797132284	2024.452133829455	1157.392698478655	2780.1521066608907	964.4150483063584	1309.1792441645405	910.1568066789008	1264.3313711867304	1134.3356048532962	1217.9086901044998	1702.2807497175252	1466.297035603214	1761.4426905114267	907.9641134704866	1496.2323038532702	896.7283515209529
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	254.18078068859967	0.0	308.91532492955275	361.3293026711064	366.10404224803113	187.92392640351432	313.9167902226679	829.639368048909	462.4238871078435	679.0338465997693	488.1158531549826	346.5231435042516	239.6558555459148	250.37159941813132	170.40674123984704	313.8805043823444	305.283934798428	193.16195708098144	337.77764583099105	151.75531265861744	188.55943260584945	370.6266341716131	533.8926465733643	138.06278022271658
PWY-6588	pyruvate fermentation to acetone	117.17651012349826	197.56341684209883	68.48925137126918	0.0	49.23720282455922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.78605902613495	81.74330105337829	112.78942950188495	95.7485285865438	52.84666758289074	22.495883422191778	209.9362346862968	0.0
PWY-6609	adenine and adenosine salvage III	1352.0	2004.83	1503.5	1690.5000000000002	1793.25	1580.6117393908269	1393.328249950229	2536.707418900408	1901.7459136358043	3253.520170039594	1740.7386064030131	2870.9854688710925	1241.5784321559852	1628.4630355774734	1028.5668720206515	1854.2443632815125	1373.67	1446.42	2109.17	1691.33	2057.0	1155.42	2071.08	1677.7428257721078
PWY-6612	superpathway of tetrahydrofolate biosynthesis	1075.765168474156	1324.9891798796052	1187.0155825086786	1161.4989736841626	1347.7095713393244	868.6768513805785	568.5761842139535	1973.0386369817545	1574.218507669772	2688.203871347385	1223.4025862602891	142.41042782327744	307.3017099446523	1242.0565624655894	201.0290903301868	1697.729384280297	1079.2341220701137	1251.2524499592191	1900.104890045872	1499.5229451106084	1856.2273757650376	886.1265770883832	1582.4550669569169	1475.9140207611956
PWY-6700	queuosine biosynthesis	1391.3180632131628	1188.7478624577725	1066.4411856763095	1310.9457294645097	1545.3642556694815	1360.2724764107986	1412.5933692059764	2541.927724051258	2086.0521970734103	3196.8873038265183	1634.429287925586	1929.424085476744	1107.4017501242488	1659.213881508305	1030.4972315137763	2004.7231377177056	1464.8473119538153	1558.0070488617555	2254.392876792805	1789.1311859356606	2116.6290148544	1287.1613885245458	1944.185334439806	1587.566255676351
PWY-6703	preQ0 biosynthesis	1194.2742421200564	979.8904928798718	885.8923679060665	1033.0083034111312	1322.1377314814815	1127.3886722399268	1190.8330163738633	2105.44897962534	1778.9367146579589	2733.6003845202936	1380.684470663265	1355.2477896481855	895.75	1427.3419051894064	855.4191242614605	1736.0867528727613	1278.2200011479565	1348.864050325028	1947.739567084564	1545.5134064743577	1822.538040015292	1135.8878455184963	1683.7405014088577	1343.8334601430154
